Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
21,21,1,1,Finance,Analyst,1,8247,1.018660939296119,-0.5894224127669965,-0.13471427393368035,0.19765746627914124,-0.447932400386819,-0.8066058166620683,-0.4660707343423725,1.66486692867506,No,0.8335843611088516,-1.2124043573205125,-1.092150831096714,1,1,1,18,2,No
22,40,0,0,Finance,Analyst,1,13553,-1.0054636469935103,-1.068432906685726,-0.6345817096801752,-1.4717468097271191,0.4569815397885728,-0.10581883433186133,0.4183139608044444,1.0621295777481266,No,1.2262289023753854,0.28112891711961513,1.2515204802696256,4,2,4,40,3,No
23,52,1,2,HR,Analyst,3,9135,-1.6936660063319842,-0.2301645423279495,0.6150868796860619,-0.470104244123363,1.3618954799639647,-0.8066058166620683,-0.4660707343423725,0.3884819502415536,No,0.44093981984231767,0.6257904419904138,1.2515204802696256,3,4,2,25,4,No
24,31,1,2,Finance,Analyst,4,8573,-1.2888410890740585,-0.5894224127669965,1.6148217511790517,-1.4717468097271191,-0.447932400386819,0.5949681479983457,-1.3504554294891895,-1.3488198259596078,No,1.6188734436419194,0.5109032670334809,-1.5943661121037869,1,1,4,39,3,Yes
25,41,1,2,HR,Analyst,3,16731,1.5044508400056298,0.3685985750704623,-0.13471427393368035,-0.8039850993246151,-0.447932400386819,1.2957551303285528,-0.4660707343423725,-0.2497105389751996,Yes,0.44093981984231767,-0.8677428324497138,0.5819001055935284,1,2,3,28,4,No
26,44,1,0,Finance,Analyst,1,10189,1.2210733979250818,1.3266195629079212,0.11521944393956708,1.1993000318828977,-0.447932400386819,-0.8066058166620683,-0.4660707343423725,-0.14334512410574074,No,0.8335843611088516,-0.06353260775118358,-0.4225304564206171,4,3,2,46,1,No
27,46,1,1,Marketing,Analyst,5,17541,-1.5317360394288138,0.608103822029827,0.11521944393956708,-0.1362233889221109,1.3618954799639647,1.2957551303285528,0.4183139608044444,0.4593922268211928,No,0.8335843611088516,0.6257904419904138,-1.4269610184347628,2,1,1,16,3,Yes
28,47,1,0,Finance,Analyst,3,13878,-1.4507710559772287,1.3266195629079212,-1.6343165811731648,-0.1362233889221109,0.4569815397885728,-0.8066058166620683,0.4183139608044444,1.4166809606463227,No,1.6188734436419194,1.0853391418181455,1.41892557393865,1,3,4,12,2,Yes
29,35,0,0,IT,Manager,3,14087,0.28997608823185234,0.12909332811109756,0.11521944393956708,-0.470104244123363,-1.3528463405622109,1.2957551303285528,-0.4660707343423725,0.06938570563317699,No,1.2262289023753854,-0.7528556574927809,0.7493051992625528,2,2,3,41,3,No
30,34,0,1,Finance,Executive,2,16667,-1.329323580799851,1.2068669394282387,-0.38464799180692777,-0.8039850993246151,0.4569815397885728,-0.8066058166620683,0.4183139608044444,1.381225822356503,Yes,-1.522282886490352,0.39601609207654803,-1.4269610184347628,4,4,4,29,4,No
31,22,1,2,Sales,Analyst,1,5776,0.7757659889413632,1.2068669394282387,-0.8845154275534227,-0.1362233889221109,0.4569815397885728,1.2957551303285528,0.4183139608044444,1.4521360989361423,Yes,-0.34434926269075017,1.544887841645877,-1.092150831096714,4,3,2,23,4,No
32,56,1,2,Finance,Executive,5,12311,0.5328710385866078,-1.068432906685726,1.3648880333058042,-0.470104244123363,-0.447932400386819,-0.10581883433186133,0.4183139608044444,0.9203090245888479,Yes,0.8335843611088516,1.2002263167750782,-1.5943661121037869,2,1,3,21,2,Yes
33,26,0,0,IT,Analyst,3,10697,-1.2888410890740585,-0.2301645423279495,1.6148217511790517,0.8654191766816455,-0.447932400386819,-1.5073927989922753,1.3026986559512612,0.8848538862990283,Yes,1.2262289023753854,0.7406776169473467,1.41892557393865,4,4,1,16,4,No
34,40,1,2,IT,Analyst,3,17629,1.1805909061992892,-1.3079381536450907,1.1149543154325567,-0.470104244123363,-0.447932400386819,-0.8066058166620683,0.4183139608044444,-0.2497105389751996,Yes,0.8335843611088516,-1.0975171823635796,-0.08772026908256857,1,1,2,48,3,No
35,28,1,0,HR,Manager,5,11386,-1.6936660063319842,0.967361692468874,0.11521944393956708,0.8654191766816455,-1.3528463405622109,-0.10581883433186133,1.3026986559512612,-0.8169927516123136,No,-0.7369938039572841,-1.3272915322774455,-1.5943661121037869,4,2,3,41,4,No
36,58,1,0,Marketing,Assistant,1,11044,-1.4507710559772287,-0.11041191884826713,-1.13444914542667,0.19765746627914124,-1.3528463405622109,-1.5073927989922753,1.3026986559512612,-1.7388263471476237,Yes,-0.34434926269075017,-0.5230813075789151,1.586330667607674,4,2,2,45,3,No
37,37,0,1,Finance,Assistant,2,12615,-1.329323580799851,-1.6671960240841377,1.3648880333058042,-0.1362233889221109,-1.3528463405622109,-0.8066058166620683,0.4183139608044444,0.21120625879245547,Yes,0.8335843611088516,1.544887841645877,0.7493051992625528,1,4,1,26,3,Yes
38,23,1,1,HR,Manager,3,18034,0.3709410716834375,1.5661248098672857,-0.8845154275534227,-0.470104244123363,0.4569815397885728,-0.10581883433186133,-0.4660707343423725,0.21120625879245547,No,1.2262289023753854,-0.637968482535848,-1.092150831096714,2,1,3,37,4,No
39,44,0,1,Marketing,Executive,2,8060,-1.3698060725256436,0.608103822029827,-0.38464799180692777,-0.470104244123363,-0.447932400386819,-0.10581883433186133,0.4183139608044444,-0.6042619218733958,No,0.8335843611088516,-1.4421787072343784,-0.5899355500896414,4,1,4,22,2,Yes
40,33,1,0,Finance,Assistant,4,13900,1.6663808069088002,-1.1881855301654085,0.8650205975593093,-0.470104244123363,1.3618954799639647,-0.10581883433186133,-1.3504554294891895,1.2748604074870442,Yes,0.44093981984231767,-1.6719530571482442,-0.5899355500896414,2,1,4,10,1,No
41,28,0,1,Sales,Manager,1,8581,1.6258983151830075,-0.8289276597263612,-0.13471427393368035,1.1993000318828977,0.4569815397885728,0.5949681479983457,-0.4660707343423725,0.2466613970822751,No,1.6188734436419194,-0.4081941326219823,1.2515204802696256,1,1,1,7,2,No
42,45,0,2,Finance,Manager,4,5014,-1.4507710559772287,-0.3499171658076319,-0.8845154275534227,-0.470104244123363,-1.3528463405622109,1.2957551303285528,1.3026986559512612,0.03393056734335737,No,1.6188734436419194,0.8555647919042796,0.4144950119245042,2,2,3,9,1,No
43,21,1,2,IT,Assistant,4,15997,-0.3172612876550364,-1.5474434006044555,-0.8845154275534227,1.1993000318828977,1.3618954799639647,-1.5073927989922753,1.3026986559512612,-0.7815376133224939,Yes,0.8335843611088516,-0.06353260775118358,-0.08772026908256857,2,1,1,25,2,No
44,39,0,0,IT,Executive,4,13635,1.302038381376667,-0.3499171658076319,-0.13471427393368035,1.53318088708415,1.3618954799639647,1.2957551303285528,-0.4660707343423725,-0.5688067835835762,No,1.2262289023753854,-0.06353260775118358,-0.4225304564206171,3,2,1,46,3,No
45,47,1,0,Sales,Manager,1,16648,-1.2078761056224732,-1.1881855301654085,-0.38464799180692777,0.19765746627914124,-0.447932400386819,1.2957551303285528,-0.4660707343423725,0.8493987480092087,Yes,0.44093981984231767,0.6257904419904138,-0.08772026908256857,3,1,2,15,3,No
46,26,0,1,HR,Analyst,1,10148,0.41142356340923003,0.8476090689891917,1.3648880333058042,1.53318088708415,1.3618954799639647,1.2957551303285528,0.4183139608044444,-0.10788998581592112,Yes,-1.522282886490352,-0.17841978270811648,0.5819001055935284,4,1,4,13,4,No
47,27,1,0,Marketing,Executive,5,17022,1.6663808069088002,-1.1881855301654085,0.8650205975593093,0.5315383214803934,-1.3528463405622109,-0.10581883433186133,1.3026986559512612,-0.6397170601632154,No,-1.522282886490352,1.2002263167750782,0.5819001055935284,3,3,1,42,1,No
48,54,1,0,Finance,Executive,2,8919,-0.9244986635419252,-0.2301645423279495,0.11521944393956708,1.53318088708415,-0.447932400386819,1.2957551303285528,-1.3504554294891895,0.8493987480092087,Yes,0.44093981984231767,-0.9826300074066467,1.586330667607674,3,3,2,46,1,No
49,33,0,2,IT,Assistant,2,18886,0.24949359650605968,-0.7091750362466789,-1.6343165811731648,-0.8039850993246151,1.3618954799639647,0.5949681479983457,0.4183139608044444,0.7784884714295695,Yes,-1.129638345223818,0.16624174216268223,0.07968482458645569,3,1,1,26,4,Yes
50,36,1,2,HR,Assistant,5,9638,-0.19581381247765872,-0.5894224127669965,0.6150868796860619,0.8654191766816455,-0.447932400386819,-0.8066058166620683,-0.4660707343423725,0.9557641628786675,No,1.2262289023753854,0.9704519668612125,-0.7573406437586656,2,2,1,21,2,Yes
51,55,1,1,Sales,Analyst,5,7651,-0.9649811552677178,-1.6671960240841377,1.3648880333058042,-0.8039850993246151,1.3618954799639647,-0.10581883433186133,1.3026986559512612,-1.4906403791188862,No,-1.522282886490352,0.39601609207654803,-1.5943661121037869,2,1,1,23,4,No
52,59,0,0,IT,Manager,4,3609,-1.4912535477030213,-1.427690777124773,0.8650205975593093,-1.4717468097271191,0.4569815397885728,-1.5073927989922753,-0.4660707343423725,-0.10788998581592112,No,-1.129638345223818,-0.9826300074066467,1.41892557393865,3,3,4,44,2,Yes
53,23,1,0,Sales,Assistant,5,10940,-1.410288564251436,0.3685985750704623,-0.13471427393368035,1.53318088708415,0.4569815397885728,-0.8066058166620683,-0.4660707343423725,0.5657576416906518,No,1.2262289023753854,1.430000666688944,-0.5899355500896414,1,1,3,28,4,No
54,21,1,2,Finance,Assistant,3,13348,-1.7341484980577768,-0.3499171658076319,1.1149543154325567,-0.1362233889221109,-1.3528463405622109,-0.8066058166620683,-0.4660707343423725,1.4875912372259619,Yes,0.44093981984231767,-1.4421787072343784,1.2515204802696256,3,3,4,38,1,Yes
55,25,0,0,Marketing,Executive,2,6866,-0.7220862049129623,1.6858774333469682,-0.13471427393368035,-1.1378659545258671,0.4569815397885728,-0.8066058166620683,0.4183139608044444,1.1330398543277658,No,-1.129638345223818,1.6597750166028098,-1.2595559247657384,1,1,2,12,1,No
56,23,0,2,IT,Assistant,5,19755,-0.2362963042034513,-1.427690777124773,0.8650205975593093,1.53318088708415,0.4569815397885728,1.2957551303285528,-1.3504554294891895,-0.5333516452937566,No,-1.129638345223818,-1.4421787072343784,1.586330667607674,2,4,3,24,2,No
57,48,1,1,IT,Assistant,3,19999,-0.2362963042034513,1.3266195629079212,-0.13471427393368035,0.19765746627914124,0.4569815397885728,1.2957551303285528,-1.3504554294891895,1.5939566520954207,Yes,0.8335843611088516,1.2002263167750782,0.07968482458645569,1,1,2,13,1,Yes
58,37,1,2,Finance,Assistant,3,5253,0.6948010054897781,1.2068669394282387,-0.13471427393368035,1.53318088708415,1.3618954799639647,-0.10581883433186133,1.3026986559512612,0.7075781948499302,Yes,0.04829527857578376,1.0853391418181455,-0.92474573742769,2,2,1,40,1,No
59,45,0,0,HR,Assistant,3,7942,0.006598646151304197,1.6858774333469682,0.6150868796860619,1.1993000318828977,1.3618954799639647,1.2957551303285528,-0.4660707343423725,1.4521360989361423,Yes,0.04829527857578376,1.544887841645877,1.41892557393865,1,3,3,48,1,No
60,53,0,1,Marketing,Executive,3,15330,0.006598646151304197,-0.7091750362466789,1.6148217511790517,-1.4717468097271191,-0.447932400386819,1.2957551303285528,-1.3504554294891895,-0.2497105389751996,Yes,1.2262289023753854,0.28112891711961513,-1.4269610184347628,2,4,2,2,1,No
61,29,1,2,IT,Analyst,4,3864,1.2210733979250818,1.3266195629079212,0.6150868796860619,-0.470104244123363,1.3618954799639647,1.2957551303285528,-0.4660707343423725,1.0975847160379462,No,0.8335843611088516,1.6597750166028098,-1.092150831096714,2,3,1,39,3,No
62,55,0,2,Marketing,Analyst,3,4268,0.7352834972155706,-1.5474434006044555,0.11521944393956708,-1.4717468097271191,0.4569815397885728,-0.10581883433186133,1.3026986559512612,0.31757167366191436,No,1.6188734436419194,0.5109032670334809,-0.08772026908256857,3,3,2,12,4,No
63,33,1,1,IT,Manager,4,10454,-1.5317360394288138,-1.427690777124773,0.3651531618128145,-1.4717468097271191,1.3618954799639647,-0.10581883433186133,-0.4660707343423725,0.4239370885313732,Yes,-0.34434926269075017,0.7406776169473467,-1.4269610184347628,4,2,2,39,4,Yes
64,50,1,1,Marketing,Assistant,4,16666,-1.0864286304450954,-0.11041191884826713,0.3651531618128145,0.8654191766816455,-1.3528463405622109,0.5949681479983457,-1.3504554294891895,-1.6324609322781647,Yes,-0.34434926269075017,-0.17841978270811648,-0.4225304564206171,4,1,4,14,3,Yes
65,34,1,2,Sales,Executive,3,15370,0.28997608823185234,-1.3079381536450907,-1.3843828632999173,-1.1378659545258671,-0.447932400386819,0.5949681479983457,-0.4660707343423725,1.2748604074870442,Yes,-1.129638345223818,-1.4421787072343784,-1.5943661121037869,2,2,1,30,1,Yes
66,27,1,0,IT,Manager,2,8229,-0.2362963042034513,1.2068669394282387,1.3648880333058042,-1.4717468097271191,-0.447932400386819,0.5949681479983457,-1.3504554294891895,1.2394052691972246,Yes,-0.7369938039572841,1.430000666688944,-0.7573406437586656,3,1,4,41,4,No
67,33,1,2,Marketing,Manager,3,19309,-0.8030511883645475,0.4883511985501446,1.3648880333058042,0.8654191766816455,1.3618954799639647,0.5949681479983457,1.3026986559512612,1.381225822356503,No,-1.522282886490352,1.2002263167750782,0.07968482458645569,4,4,3,43,4,No
68,42,0,1,HR,Analyst,3,7054,0.28997608823185234,-0.2301645423279495,-0.13471427393368035,-0.470104244123363,0.4569815397885728,-0.8066058166620683,-0.4660707343423725,0.8848538862990283,Yes,-1.522282886490352,1.6597750166028098,-0.08772026908256857,4,2,1,48,4,Yes
69,59,0,2,Sales,Executive,3,3935,-1.3698060725256436,-0.9486802832060435,-0.13471427393368035,-0.8039850993246151,-0.447932400386819,-0.8066058166620683,-1.3504554294891895,-0.3915310921344781,No,0.8335843611088516,1.2002263167750782,0.4144950119245042,3,2,4,19,2,No
70,40,0,1,Sales,Executive,2,15172,1.1401084144734965,-0.3499171658076319,-0.8845154275534227,-0.470104244123363,-1.3528463405622109,0.5949681479983457,1.3026986559512612,-1.1360889962206902,Yes,0.04829527857578376,-0.9826300074066467,-1.5943661121037869,3,3,4,31,3,No
71,35,0,1,HR,Executive,1,13530,-0.9244986635419252,-1.427690777124773,0.3651531618128145,-0.1362233889221109,-1.3528463405622109,0.5949681479983457,-0.4660707343423725,-0.14334512410574074,No,-0.7369938039572841,-0.9826300074066467,-1.4269610184347628,4,2,3,43,2,No
72,37,1,0,Marketing,Analyst,1,18560,1.0591434310219114,0.967361692468874,0.11521944393956708,-1.4717468097271191,-0.447932400386819,-1.5073927989922753,1.3026986559512612,0.4948473651110124,No,0.8335843611088516,-1.2124043573205125,-1.2595559247657384,4,1,2,43,2,No
73,43,1,1,Finance,Analyst,4,19156,1.6663808069088002,0.967361692468874,1.1149543154325567,-1.4717468097271191,0.4569815397885728,-0.8066058166620683,-1.3504554294891895,0.5657576416906518,No,-1.129638345223818,-1.4421787072343784,-0.2551253627515928,1,2,2,25,3,No
74,45,1,1,HR,Analyst,4,19709,0.5328710385866078,-0.7091750362466789,-1.6343165811731648,-0.8039850993246151,0.4569815397885728,-1.5073927989922753,-0.4660707343423725,1.4166809606463227,No,-0.7369938039572841,0.28112891711961513,-0.92474573742769,1,2,2,4,4,No
75,44,1,0,Marketing,Analyst,2,12726,-0.19581381247765872,-1.5474434006044555,-1.3843828632999173,0.19765746627914124,1.3618954799639647,-1.5073927989922753,-0.4660707343423725,-1.1715441345105098,Yes,-1.522282886490352,-0.06353260775118358,-0.08772026908256857,2,4,3,13,2,No
76,48,0,1,HR,Analyst,5,10774,-0.43870876283241417,1.6858774333469682,1.3648880333058042,-1.4717468097271191,1.3618954799639647,1.2957551303285528,-0.4660707343423725,-0.036979709236281876,No,1.2262289023753854,0.5109032670334809,-0.08772026908256857,4,1,4,36,4,No
77,34,1,0,HR,Assistant,1,4985,0.6138360220381929,0.8476090689891917,1.3648880333058042,-1.1378659545258671,-0.447932400386819,-0.10581883433186133,1.3026986559512612,-0.7460824750326742,Yes,-1.129638345223818,-0.17841978270811648,0.24708991825547996,3,3,1,42,2,No
78,20,1,0,IT,Assistant,4,17252,-1.045946138719303,-0.7091750362466789,-1.3843828632999173,0.5315383214803934,1.3618954799639647,-0.8066058166620683,1.3026986559512612,0.5303025034008322,No,0.8335843611088516,1.544887841645877,1.2515204802696256,3,1,3,37,4,No
79,44,0,1,Marketing,Executive,1,7603,0.4923885468608152,-0.3499171658076319,1.1149543154325567,-1.4717468097271191,1.3618954799639647,0.5949681479983457,-1.3504554294891895,-1.6324609322781647,No,1.6188734436419194,-1.3272915322774455,-1.5943661121037869,4,4,2,3,1,No
80,26,0,1,Finance,Manager,2,18960,0.5328710385866078,-0.3499171658076319,1.1149543154325567,0.5315383214803934,1.3618954799639647,0.5949681479983457,0.4183139608044444,1.4875912372259619,Yes,0.44093981984231767,1.315113491732011,-1.2595559247657384,2,1,2,16,1,No
81,28,0,2,IT,Executive,2,12462,1.302038381376667,0.00934070463141522,0.8650205975593093,-0.470104244123363,-1.3528463405622109,-0.10581883433186133,-0.4660707343423725,1.6294117903852403,Yes,-1.129638345223818,0.9704519668612125,-0.92474573742769,3,1,1,26,1,No
82,43,0,0,HR,Manager,5,17166,0.16852861305447453,-1.5474434006044555,0.11521944393956708,1.53318088708415,1.3618954799639647,-0.8066058166620683,-0.4660707343423725,-0.3206208155548389,No,-1.129638345223818,-0.8677428324497138,1.0841153866006012,4,2,3,40,3,No
83,20,1,2,HR,Analyst,5,10754,-0.07436633730028097,0.3685985750704623,-1.6343165811731648,0.19765746627914124,-0.447932400386819,0.5949681479983457,-1.3504554294891895,1.1684949926175854,No,1.6188734436419194,1.544887841645877,-0.4225304564206171,4,2,2,39,1,No
84,27,1,1,HR,Manager,2,17246,-0.6816037131871697,-0.2301645423279495,-0.8845154275534227,0.8654191766816455,0.4569815397885728,0.5949681479983457,-0.4660707343423725,1.5230463755157815,Yes,1.2262289023753854,0.6257904419904138,1.0841153866006012,2,1,3,19,2,No
85,43,0,2,Marketing,Executive,4,7078,1.2210733979250818,-0.11041191884826713,0.6150868796860619,1.1993000318828977,1.3618954799639647,1.2957551303285528,1.3026986559512612,-1.6324609322781647,No,1.6188734436419194,-0.2933069576650494,-0.2551253627515928,4,1,4,46,4,No
86,30,1,0,Marketing,Executive,1,15853,0.3304585799576449,-1.1881855301654085,1.1149543154325567,0.19765746627914124,0.4569815397885728,-1.5073927989922753,1.3026986559512612,-0.036979709236281876,Yes,-0.34434926269075017,0.7406776169473467,-0.7573406437586656,3,3,3,15,4,No
87,36,1,2,IT,Manager,3,7042,-0.07436633730028097,1.3266195629079212,-0.6345817096801752,1.1993000318828977,1.3618954799639647,0.5949681479983457,-0.4660707343423725,1.203950130907405,Yes,-0.34434926269075017,-0.8677428324497138,1.0841153866006012,1,4,4,32,4,No
88,27,1,0,Finance,Assistant,5,19284,-0.47919125455820677,-0.5894224127669965,0.3651531618128145,-0.470104244123363,-0.447932400386819,-0.8066058166620683,-0.4660707343423725,0.2466613970822751,Yes,-1.129638345223818,-0.06353260775118358,-0.4225304564206171,2,2,1,49,4,No
89,54,0,1,IT,Analyst,3,17389,-0.7220862049129623,-0.3499171658076319,-0.13471427393368035,0.19765746627914124,-1.3528463405622109,-0.10581883433186133,1.3026986559512612,0.9912193011684871,No,-1.522282886490352,0.16624174216268223,-0.5899355500896414,4,2,4,21,2,No
90,54,1,1,Sales,Analyst,4,5575,-0.7625686966387549,-0.5894224127669965,0.11521944393956708,0.8654191766816455,-0.447932400386819,1.2957551303285528,-0.4660707343423725,1.1684949926175854,No,-0.34434926269075017,-1.2124043573205125,-0.5899355500896414,2,2,4,1,4,No
91,52,0,0,HR,Executive,5,9754,1.2615558896508743,1.0871143159485563,1.6148217511790517,1.1993000318828977,-1.3528463405622109,-0.8066058166620683,1.3026986559512612,-1.5260955174087059,Yes,1.2262289023753854,0.5109032670334809,0.7493051992625528,4,2,1,6,2,No
92,24,1,1,HR,Assistant,3,4986,-0.84353368009034,-0.4696697892873142,0.8650205975593093,-0.8039850993246151,1.3618954799639647,1.2957551303285528,0.4183139608044444,-0.7106273367428546,Yes,-1.129638345223818,-1.3272915322774455,-0.5899355500896414,1,1,2,27,2,No
93,58,1,1,HR,Manager,4,18470,0.5328710385866078,1.2068669394282387,0.3651531618128145,-1.1378659545258671,1.3618954799639647,-1.5073927989922753,0.4183139608044444,-1.3842749642494274,Yes,1.2262289023753854,-0.5230813075789151,-0.4225304564206171,2,1,1,23,4,Yes
94,47,1,1,IT,Analyst,1,8968,0.3304585799576449,-1.5474434006044555,1.3648880333058042,0.19765746627914124,-1.3528463405622109,0.5949681479983457,-0.4660707343423725,-1.065178719641051,Yes,-1.522282886490352,0.28112891711961513,-0.2551253627515928,4,3,3,47,4,No
95,26,0,1,IT,Assistant,4,10493,-0.5196737462839994,-1.1881855301654085,-0.13471427393368035,-0.470104244123363,-0.447932400386819,-0.8066058166620683,-0.4660707343423725,1.5230463755157815,No,-1.522282886490352,-0.637968482535848,0.7493051992625528,1,2,1,31,4,Yes
96,28,1,0,HR,Analyst,5,7103,0.8162484806671558,-0.9486802832060435,-0.6345817096801752,-1.4717468097271191,-0.447932400386819,-0.10581883433186133,-0.4660707343423725,0.3884819502415536,Yes,-0.34434926269075017,0.16624174216268223,-1.4269610184347628,3,2,3,12,2,No
